Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,56.0,232831.0,M/s Vinayak Associates,INR,1.0,56,232829,SAI ONE GROUP,30-Apr-2024 04:19 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,57.0,232832.0,M/S LAKHIMI,INR,1.0,57,232628,Salasar Agro Service,28-Apr-2024 11:10 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,58.0,232834.0,THARAD TRADING CO,INR,1.0,58,231273,SB Traders,30-Apr-2024 01:16 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,59.0,232839.0,M/S AAMARA INDIA,INR,1.0,59,232804,SHIVAM AGENCIES,29-Apr-2024 06:51 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,60.0,232841.0,M/S T.B. Vermicompost Industry,INR,1.0,60,232733,SHREE KRISHNA ENTERPRISE,29-Apr-2024 10:59 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,61.0,232844.0,M/S JUPITER TARDING,INR,1.0,61,232709,Shree Sai Mangalam Associates,30-Apr-2024 01:55 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,62.0,232849.0,FARMERS WORLD,INR,1.0,62,232793,SHREE SHYAM VENTURES,30-Apr-2024 03:28 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,63.0,232855.0,M/S R D ASSOCIATES,INR,1.0,63,232865,SRI MANOJ DEORI,30-Apr-2024 04:56 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,64.0,232856.0,HINDUSTAN INSECTICIDES LTD,INR,1.0,64,232859,SUNRISE TRADERS,30-Apr-2024 04:28 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,65.0,232858.0,M/s AP Enterprise,INR,1.0,65,232757,TALUKDAR SEEDS CO,29-Apr-2024 10:57 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,66.0,232859.0,SUNRISE TRADERS,INR,1.0,66,231183,TECH BUSINESS INDIA PVT LTD,28-Apr-2024 11:22 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,67.0,232860.0,A B ASSOCIATES,INR,1.0,67,232834,THARAD TRADING CO,30-Apr-2024 03:55 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,68.0,232861.0,MPS India Associates,INR,1.0,68,230828,Trade Supply India,30-Apr-2024 12:26 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,69.0,232862.0,S A B International Associates,INR,1.0,69,232731,TRINETRA SUPPLY CENTRE,30-Apr-2024 12:41 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,70.0,232865.0,SRI MANOJ DEORI,INR,1.0,70,232633,UNIMEX UDYOG,28-Apr-2024 12:33 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,71,232657,VINAYAK SALES CORPORATION,30-Apr-2024 01:45 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
