Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,62.0,224540.0,ABDUL KALAM,INR,1.0,62,225667,DALIM DAS,15-Feb-2024 04:34 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,63.0,224707.0,Saiful Islam,INR,1.0,63,226004,DDEPJYOTI RABHA,16-Feb-2024 04:13 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,64.0,224709.0,PINKY ENTERPRISE,INR,1.0,64,226194,DEBAJYOTI DAS,17-Feb-2024 10:51 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,65.0,224758.0,SURMAN ALI,INR,1.0,65,226035,DEEPAK KUMAR ROY,16-Feb-2024 05:02 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,66.0,224776.0,Sri Dhireswar Nath,INR,1.0,66,225980,DEEPJYOTI KALITA,16-Feb-2024 03:42 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,67.0,224848.0,M/S Rafey Traders,INR,1.0,67,225642,Delowar Hussain,15-Feb-2024 03:36 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,68.0,224868.0,Sri Puspendu Kar,INR,1.0,68,225663,DELOWER HUSSAIN,15-Feb-2024 04:24 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,69.0,225023.0,ZAKIR HUSSAIN,INR,1.0,69,225810,DHIRU MEDHI,16-Feb-2024 12:17 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,70.0,225055.0,MAYABATI RABHA,INR,1.0,70,226203,DHRITISHMAN MEDHI,17-Feb-2024 11:04 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,71.0,225070.0,Rofiqul Islam,INR,1.0,71,226122,Diganta Das,16-Feb-2024 08:23 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,72.0,225075.0,HAMIDUL ISLAM,INR,1.0,72,223290,DILDAR REJA,30-Jan-2024 10:50 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,73.0,225082.0,IMRAN HUSSAIN,INR,1.0,73,222745,Dipak Medhi,28-Jan-2024 11:12 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,74.0,225118.0,Sebabrata Purkayastha,INR,1.0,74,225984,DIPANKAR DAIMARY,16-Feb-2024 03:48 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,75.0,225141.0,Zohurul Islam,INR,1.0,75,224168,DULAL DAS,07-Feb-2024 12:52 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,76.0,225142.0,SAIFUL ISLAM,INR,1.0,76,223572,EASTERN TRADING AGENCY,01-Feb-2024 02:46 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,77.0,225144.0,FAIZUDDIN AHMED,INR,1.0,77,223551,EBRAHIM ALI SHAH,01-Feb-2024 01:15 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,78.0,225145.0,Ahmed Ali,INR,1.0,78,226159,ENAMUL ZAMAN AHMED,17-Feb-2024 08:50 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,79.0,225237.0,SAHJAHAN ALI,INR,1.0,79,225740,ESHA HOQUE ALI,15-Feb-2024 07:24 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,80.0,225246.0,ABDULLAH HEL KAFI,INR,1.0,80,223649,EUNUS ALI AHMED,02-Feb-2024 02:17 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,81.0,225330.0,RAFIQUL ISLAM,INR,1.0,81,225678,EUSUF ALI AHMED,15-Feb-2024 04:55 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,82.0,225335.0,Nitai Chandra Nandi,INR,1.0,82,225144,FAIZUDDIN AHMED,12-Feb-2024 11:51 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,83.0,225338.0,ANOWAR HUSSAIN,INR,1.0,83,225638,FARIDL ISLAM,15-Feb-2024 03:16 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,84.0,225373.0,Sri Bhupesh Ch. Nath,INR,1.0,84,225681,Faruque Ahmed,15-Feb-2024 05:04 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,85.0,225377.0,PULAK BASUMATARY,INR,1.0,85,226416,FORHAD ALI,17-Feb-2024 03:40 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,86.0,225384.0,SATYEN DAS,INR,1.0,86,225979,FORID UZ ZAMAN,16-Feb-2024 03:41 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,87.0,225410.0,SIDDQUE ALI,INR,1.0,87,226380,Fozlur Rahman,17-Feb-2024 03:03 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,88.0,225427.0,Sahanur Islam Mandal,INR,1.0,88,225893,FULBAR HUSSAIN,16-Feb-2024 12:08 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,89.0,225432.0,SALIM UDDIN AHMED,INR,1.0,89,226288,Gajen Kalita,17-Feb-2024 01:40 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,90.0,225437.0,BASIRUL ISLAM,INR,1.0,90,226029,GAURANGA CHOUDHURY,16-Feb-2024 04:50 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,91.0,225451.0,TAPASH KALITA,INR,1.0,91,225821,GAZIBOR RAHMAN BHUYAN,16-Feb-2024 12:41 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,92.0,225467.0,Santesh Ali,INR,1.0,92,226006,GIYASH UDDIN,16-Feb-2024 04:20 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,93.0,225509.0,Mridul Ghosh,INR,1.0,93,226274,GLOBAL POWER AND ENGINEERS,17-Feb-2024 01:21 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,94.0,225511.0,SWAPAN SARKAR,INR,1.0,94,226125,Gokul Chetri,16-Feb-2024 08:28 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,95.0,225549.0,ANISUR RAHMAN,INR,1.0,95,226136,Gokul Kumar Chetry,16-Feb-2024 08:57 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,96.0,225554.0,ANIL DAS,INR,1.0,96,226073,GOLAP NOBI AZAD,16-Feb-2024 06:14 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,97.0,225558.0,ASWINI PATHAK,INR,1.0,97,226310,GULZAR HUSSAIN,17-Feb-2024 02:00 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,98.0,225559.0,MANIRUDDIN AHMED,INR,1.0,98,226092,HABIBAR ALI,16-Feb-2024 06:54 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,99.0,225560.0,M T ENTERPRISE,INR,1.0,99,225658,Habibul Islam,15-Feb-2024 04:09 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,100.0,225565.0,M R ENTERPRISE,INR,1.0,100,226375,HABIBUR RAHMAN,17-Feb-2024 02:58 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,101.0,225570.0,MOTIOR RAHMAN,INR,1.0,101,225772,HAMIDUL HOQUE,15-Feb-2024 10:49 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,102.0,225575.0,HOBIBOR RAHMAN,INR,1.0,102,225075,HAMIDUL ISLAM,12-Feb-2024 07:06 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,103.0,225586.0,M/S United Trade Centre,INR,1.0,103,224080,HAREN SARMA,06-Feb-2024 03:22 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,104.0,225607.0,Rofiqul Islam,INR,1.0,104,223899,Hari Gopal Ghose,05-Feb-2024 05:17 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,105.0,225609.0,MOHIR UDDIN,INR,1.0,105,225795,Hatem Ali,15-Feb-2024 11:49 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,106.0,225614.0,ABU BAKKAR SIDDIQUE,INR,1.0,106,226166,HATEM ALI,17-Feb-2024 09:17 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,107.0,225615.0,LALIT CH RABHA,INR,1.0,107,226155,Hazrat Ali,17-Feb-2024 08:31 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,108.0,225616.0,BILLAL HUSSAIN,INR,1.0,108,226054,Hemanga Kumar Das,16-Feb-2024 05:41 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,109.0,225619.0,AMIRUL HOQUE,INR,1.0,109,225739,HERAMBA KUMAR NATH,15-Feb-2024 07:21 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,110.0,225621.0,AZMESH ALI,INR,1.0,110,225816,Hiranya Kumar Bhuyan,16-Feb-2024 12:28 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,111.0,225623.0,MAHBUBAR RAHMAN,INR,1.0,111,226317,Hitech Industries,17-Feb-2024 02:58 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,112.0,225625.0,NOBAB SWARIF MOLLAH,INR,1.0,112,226077,Hobibor Rahman,16-Feb-2024 06:20 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,113.0,225627.0,ANISUR RAHMAN,INR,1.0,113,225575,HOBIBOR RAHMAN,15-Feb-2024 12:47 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,114.0,225630.0,ABDUL AWAL MONDOL,INR,1.0,114,225725,HOROF ALI,15-Feb-2024 06:52 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,115.0,225635.0,ROFIQUL ISLAM,INR,1.0,115,225652,HUSSAIN MD AKHTAR,15-Feb-2024 03:57 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,116.0,225637.0,Sopiar Rahman,INR,1.0,116,225463,ICST GOALPARA,14-Feb-2024 05:41 PM,Rejected-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,117.0,225638.0,FARIDL ISLAM,INR,1.0,117,225710,IMAN ALI MIR,15-Feb-2024 06:14 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,118.0,225640.0,Amir Hamja,INR,1.0,118,225794,IMRAN AHMED,15-Feb-2024 11:45 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,119.0,225641.0,NUR ALOM,INR,1.0,119,226070,Imran Hussain,16-Feb-2024 08:39 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,120.0,225642.0,Delowar Hussain,INR,1.0,120,225082,IMRAN HUSSAIN,12-Feb-2024 07:26 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,121.0,225647.0,M/S GUPTA FARM,INR,1.0,121,226090,Imran Khan,16-Feb-2024 06:48 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,122.0,225652.0,HUSSAIN MD AKHTAR,INR,1.0,122,226181,ISMAILUR RAHMAN,17-Feb-2024 10:26 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,123.0,225653.0,Afzalur Rahman,INR,1.0,123,226226,Izarul Islam,17-Feb-2024 12:00 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,124.0,225656.0,ABDUR RAHIM,INR,1.0,124,225809,JAHAN UDDIN,16-Feb-2024 12:17 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,125.0,225657.0,BILLAL HUSSAIN,INR,1.0,125,225951,Jahenara Begum,16-Feb-2024 02:41 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,126.0,225658.0,Habibul Islam,INR,1.0,126,225830,Jahirul Islam,16-Feb-2024 01:02 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,127.0,225660.0,JON PATHAK,INR,1.0,127,226330,JAHIRUL ISLAM,17-Feb-2024 02:12 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,128.0,225663.0,DELOWER HUSSAIN,INR,1.0,128,223975,JAKIR ALI,05-Feb-2024 03:26 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,129.0,225666.0,SHAH ALOM,INR,1.0,129,224169,Jalnur Hussain,07-Feb-2024 01:06 AM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,130.0,225667.0,DALIM DAS,INR,1.0,130,226115,JAYANTA DAS,16-Feb-2024 08:06 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,131.0,225670.0,NILIMA KHATUN,INR,1.0,131,226379,JOMIRUL ISLAM,17-Feb-2024 03:04 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,132.0,225674.0,RATAN KUMAR RABHA,INR,1.0,132,225660,JON PATHAK,15-Feb-2024 04:15 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,133.0,225678.0,EUSUF ALI AHMED,INR,1.0,133,226353,JOYNAL ABDIN,17-Feb-2024 02:35 PM,Accepted-AOC,Awarded,12-Jul-2024 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
